,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.source,name,tags.alt_name,other_tags,geometry,Country
30091,7279119689,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.443242 38.07007260000004),TR
30092,7279119690,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.44395040000003 38.062906200000036),TR
30093,7279119691,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.44005840000003 38.059630100000035),TR
30094,7279119692,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.45044560000002 38.079080800000035),TR
30117,7279444786,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.45239320000013 38.03202009999998),TR
30118,7279444787,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.45631830000013 38.03688539999998),TR
30119,7279444788,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.46088540000013 38.03417519999998),TR
30120,7279444789,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.46466310000013 38.031705199999976),TR
30177,7308754653,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Sanko Enerji"" }",POINT (33.17218979999986 36.93581800000013),TR
30189,7311516892,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""91"", ""tags.rotor:diameter"": ""117"" }",POINT (27.608240800000104 39.25883290000011),TR
30190,7311516893,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""91"", ""tags.rotor:diameter"": ""117"" }",POINT (27.610806400000104 39.260867100000105),TR
30191,7311516909,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,NULL,POINT (27.62931530000011 39.26907360000011),TR
30211,7332952156,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.11659970000002 40.62132270000018),TR
30212,7332952157,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.111267 40.62537030000018),TR
30213,7332952158,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.10540940000003 40.634229000000175),TR
30214,7332952159,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.099098 40.63616630000018),TR
30215,7332952160,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.10206220000003 40.634702500000174),TR
30216,7332952161,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.111437200000026 40.636747500000176),TR
30217,7332952162,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.11477010000002 40.63521920000018),TR
30218,7332952163,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.11742230000002 40.63348630000018),TR
30219,7332952164,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.12020220000002 40.63121520000018),TR
30220,7332952165,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.122911100000024 40.63051560000018),TR
30221,7332952166,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.12610230000003 40.62304510000018),TR
30222,7332952167,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.11317380000003 40.639868100000186),TR
30223,7332952168,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.094352 40.635883100000186),TR
30224,7332952169,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (36.09232850000003 40.63966090000019),TR
30247,7334985966,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""91"", ""tags.rotor:diameter"": ""117"" }",POINT (27.87735009999998 39.302529300000295),TR
30248,7334985967,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""91"", ""tags.rotor:diameter"": ""117"" }",POINT (27.88148409999998 39.3026913000003),TR
30280,7373505591,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.118766399999984 36.401468299999976),TR
30281,7373505592,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.117845199999984 36.40378449999998),TR
30282,7373505593,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11720119999998 36.4059),TR
30283,7373505594,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11609189999998 36.408418699999984),TR
30284,7373505595,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11239169999998 36.41165489999999),TR
30285,7373505596,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11223459999998 36.41470959999999),TR
30286,7373505597,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.11161519999998 36.418063899999986),TR
30287,7373505598,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (36.112572 36.42083229999999),TR
30308,7606377090,node,TR,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,NULL,NULL,POINT (36.99980450000007 39.94320860000001),TR
30309,7606447730,node,TR,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""Mursal Enerji"" }",POINT (36.99649110000009 39.941252599999984),TR
30310,7606447731,node,TR,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""Mursal Enerji"" }",POINT (37.00386680000009 39.945013399999986),TR
30311,7606447732,node,TR,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""Mursal Enerji"" }",POINT (36.98920750000009 39.93857159999999),TR
30312,7606447733,node,TR,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""Mursal Enerji"" }",POINT (36.98542050000009 39.93769779999999),TR
30313,7606447734,node,TR,wind_turbine,1.0,wind,NULL,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""Mursal Enerji"" }",POINT (36.98200170000009 39.93666659999999),TR
30320,7700897421,node,TR,combustion,157.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (31.901180100000072 41.5181134),TR
30321,7700897422,node,TR,combustion,157.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (31.90153960000007 41.5175711),TR
30322,7700897423,node,TR,combustion,700.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (31.910637600000072 41.5140163),TR
30323,7700897424,node,TR,combustion,700.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (31.90961840000007 41.5136307),TR
30324,7700897425,node,TR,combustion,615.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (31.88706640000007 41.5027441),TR
30325,7700897426,node,TR,combustion,615.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (31.88622950000007 41.5032985),TR
30326,7700897427,node,TR,combustion,160.0,coal,steam_turbine,generator,NULL,ZETES 1,NULL,NULL,POINT (31.89536510000007 41.5074244),TR
30327,7700897428,node,TR,combustion,660.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.32014420000007 40.4189199),TR
30328,7700897429,node,TR,combustion,660.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.320659100000068 40.4195244),TR
30329,7700913815,node,TR,combustion,210.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (28.10140730000007 37.33231109999998),TR
30330,7700913816,node,TR,combustion,210.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (28.10191150000007 37.33256709999998),TR
30331,7700913817,node,TR,combustion,210.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (28.10095130000007 37.33206369999998),TR
30332,7700913818,node,TR,combustion,815.0,gas,combined_cycle,generator,NULL,NULL,NULL,NULL,POINT (30.39376790000007 40.864746599999975),TR
30333,7700913819,node,TR,combustion,815.0,gas,combined_cycle,generator,NULL,NULL,NULL,NULL,POINT (30.392287400000072 40.864722299999976),TR
30334,7700913820,node,TR,combustion,815.0,gas,combined_cycle,generator,NULL,NULL,NULL,NULL,POINT (30.387754400000073 40.86695149999998),TR
30335,7700913825,node,TR,combustion,605.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (35.88100970000007 36.834642099999975),TR
30336,7700913826,node,TR,combustion,605.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (35.88100970000007 36.835423499999976),TR
30337,7700914501,node,TR,combustion,360.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (36.979698800000044 38.35428589999998),TR
30338,7700914502,node,TR,combustion,610.0,gas,combined_cycle,generator,NULL,NULL,NULL,NULL,POINT (27.339343400000043 41.48575569999998),TR
30339,7700914503,node,TR,combustion,610.0,gas,combined_cycle,generator,NULL,NULL,NULL,NULL,POINT (27.335379100000043 41.47887949999998),TR
30344,7700918295,node,TR,combustion,360.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (36.982466800000054 38.3543216),TR
30345,7700918296,node,TR,combustion,360.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (36.98154420000005 38.3543097),TR
30346,7700918297,node,TR,combustion,360.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (36.980621500000055 38.3542978),TR
30349,7702922193,node,TR,combustion,150.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (29.881643099999856 39.57566360000026),TR
30350,7702922194,node,TR,combustion,150.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (29.883209499999857 39.573414200000265),TR
30351,7702922195,node,TR,combustion,150.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (29.882710599999857 39.573761500000266),TR
30352,7702922196,node,TR,combustion,150.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (29.882195599999857 39.574117100000265),TR
30353,7702922216,node,TR,combustion,210.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.902100399999863 37.033961300000264),TR
30354,7702922217,node,TR,combustion,210.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.901465299999863 37.03386030000026),TR
30355,7702922218,node,TR,combustion,210.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.900834399999862 37.033760000000264),TR
30360,7702922228,node,TR,combustion,165.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.636547199999857 39.19514390000027),TR
30361,7702922229,node,TR,combustion,165.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.637106199999856 39.19482540000027),TR
30362,7702922230,node,TR,combustion,165.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.635988199999854 39.19546240000027),TR
30363,7702922231,node,TR,combustion,165.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.635429299999853 39.195780800000264),TR
30364,7702922232,node,TR,combustion,165.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.634870299999854 39.19609930000026),TR
30365,7702922233,node,TR,combustion,165.0,coal,steam_turbine,generator,NULL,NULL,NULL,NULL,POINT (27.634311299999855 39.19641770000026),TR
30368,7703916989,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T51,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T51"" }",POINT (26.487841300000035 38.61237290000008),TR
30369,7703916990,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T57,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T57"" }",POINT (26.490553 38.59142620000008),TR
30370,7703916991,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T59,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T59"" }",POINT (26.487994200000035 38.593663),TR
30371,7703916992,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T58,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T58"" }",POINT (26.492661200000036 38.59675720000008),TR
30372,7703916993,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T56,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T56"" }",POINT (26.494717200000036 38.60027050000008),TR
30373,7703916994,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T55,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T55"" }",POINT (26.501904100000036 38.60104190000008),TR
30374,7703916995,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T54,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T54"" }",POINT (26.498884 38.60307940000008),TR
30375,7703916996,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T53,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T53"" }",POINT (26.494660900000035 38.60453880000008),TR
30376,7703916997,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T52,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T52"" }",POINT (26.491540100000034 38.60660290000008),TR
30377,7703916998,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T75,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T75"" }",POINT (26.461561700000033 38.56724370000008),TR
30378,7703916999,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T78,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T78"" }",POINT (26.467813200000034 38.566186700000074),TR
30379,7703917000,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T76,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T76"" }",POINT (26.455464400000032 38.56086810000007),TR
30380,7703917001,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T80,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T80"" }",POINT (26.454927900000033 38.556857800000074),TR
30381,7703917002,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T77,NULL,"{ ""tags.ref"": ""T77"" }",POINT (26.450464700000033 38.55036380000007),TR
30382,7703917003,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T81,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T81"" }",POINT (26.445980100000032 38.55501210000007),TR
30383,7703917004,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T87,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T87"" }",POINT (26.4317 38.53760270000007),TR
30384,7703917005,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T86,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T86"" }",POINT (26.430028300000032 38.54173830000007),TR
30385,7703917006,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T85,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T85"" }",POINT (26.42934090000003 38.54678930000007),TR
30386,7703917007,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T84,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T84"" }",POINT (26.42903380000003 38.55180750000007),TR
30387,7703917008,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T83,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T83"" }",POINT (26.42605 38.554839),TR
30388,7703917009,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T82,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T82"" }",POINT (26.43321270000003 38.558980400000074),TR
30391,7703917012,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T67,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T67"" }",POINT (26.44313690000003 38.569106),TR
30392,7703917013,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T72,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T72"" }",POINT (26.44157860000003 38.57836920000007),TR
30393,7703917014,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T65,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T65"" }",POINT (26.43145190000003 38.56528810000007),TR
30394,7703917015,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T64,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T64"" }",POINT (26.41966080000003 38.56337850000007),TR
30395,7703917016,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T63,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T63"" }",POINT (26.42230480000003 38.56880820000007),TR
30396,7703917017,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T66,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T66"" }",POINT (26.43534780000003 38.57095140000007),TR
30397,7703917018,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T62,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T62"" }",POINT (26.42200110000003 38.57432340000007),TR
30399,7703917020,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T68,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T68"" }",POINT (26.436211500000034 38.575095),TR
30400,7703917021,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karaburun RES Rüzgâr Türbini T74,Rüzgâr Enerjisi,"{ ""tags.ref"": ""T74"" }",POINT (26.463895900000033 38.57848670000007),TR
30411,7703917033,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),T177,Rüzgâr Enerjisi,NULL,POINT (27.77077540000003 39.36671770000007),TR
30412,7703917034,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),T173,Rüzgâr Enerjisi,NULL,POINT (27.77432130000003 39.36689810000007),TR
30413,7703917035,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),T180,Rüzgâr Enerjisi,NULL,POINT (27.77764320000003 39.36680280000007),TR
30414,7703917036,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),T175,Rüzgâr Enerjisi,NULL,POINT (27.781052300000027 39.36687270000007),TR
30415,7703917037,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),T176,Rüzgâr Enerjisi,NULL,POINT (27.78217880000003 39.360309900000075),TR
30416,7703917038,node,TR,wind_turbine,4.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),T181,Rüzgâr Enerjisi,NULL,POINT (27.77267580000003 39.346780200000076),TR
