,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.source,name,tags.alt_name,other_tags,geometry,Country
29624,5996050017,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,Urla RES Türbini T1,NULL,"{ ""tags.ref"": ""T1"", ""tags.manufacturer"": ""Enercon"" }",POINT (26.60865860000002 38.31645380000009),TR
29625,5996050018,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N100"" }",POINT (26.58311180000002 38.29046580000009),TR
29626,5996050019,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N100"" }",POINT (26.586274300000017 38.28873170000009),TR
29627,5996050020,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N100"" }",POINT (26.594502700000017 38.28750830000009),TR
29628,5996050021,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N100"" }",POINT (26.59862310000002 38.289285800000094),TR
29635,5996050028,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.75572040000002 38.24099310000009),TR
29636,5996050029,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.754794300000018 38.24510910000009),TR
29637,5996050030,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.759151400000018 38.243993600000096),TR
29638,5996050031,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.75823940000002 38.247988800000094),TR
29639,5996050032,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.75550420000002 38.24921690000009),TR
29640,5996050033,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.75734840000002 38.25295370000009),TR
29641,5996050034,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.759985 38.25165210000009),TR
29642,5996050035,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.76276560000002 38.250520200000096),TR
29643,5996050036,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.76546880000002 38.24927350000009),TR
29644,5996050037,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.768236100000017 38.24820880000009),TR
29645,5996050038,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.766963200000017 38.243927200000094),TR
29646,5996050039,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Suzlon"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""88"" }",POINT (26.769519900000017 38.2426068000001),TR
29647,5996051522,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.781905300000016 38.21507130000011),TR
29648,5996051523,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.777898800000017 38.21957750000011),TR
29649,5996051524,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.777718300000018 38.225682100000114),TR
29650,5996051525,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.780458 38.229533300000114),TR
29651,5996051526,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.792736200000018 38.21304880000012),TR
29652,5996051527,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.791857500000017 38.20877210000012),TR
29653,5996051528,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.78933190000002 38.23266310000012),TR
29654,5996226254,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Urla RES Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7783098 38.28784380000016),TR
29657,5996229671,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4933519 37.41898280000016),TR
29660,5996229941,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7817745 38.22250960000015),TR
29661,5996229943,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.790644 38.22056570000015),TR
29669,5996229959,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4833417 37.417534500000144),TR
29670,5996229961,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4881823 37.41850970000014),TR
29674,5996230664,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,Urla RES Türbini T1,NULL,"{ ""tags.ref"": ""T1"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.7839925 38.28823310000014),TR
29686,5996231012,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Urla RES Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7895961 38.293406100000134),TR
29691,5996231594,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadağ RES Türbini T1,NULL,"{ ""tags.ref"": ""T1"", ""tags.generator:plant"": ""intermediate"", ""tags.manufacturer"": ""Nordex"" }",POINT (26.294428 38.30337180000014),TR
29697,5996231618,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4876435 37.41378970000014),TR
29698,5996231619,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4849204 37.41361340000014),TR
29703,5996232093,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Urla RES Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7726596 38.285575600000136),TR
29704,5996232096,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Urla RES Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7850101 38.292681500000135),TR
29717,5996232205,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7937767 38.227209500000136),TR
29718,5996232207,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7967369 38.213272300000135),TR
29720,5996232287,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7834578 38.22434110000013),TR
29721,5996232289,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (26.7951516 38.22313310000013),TR
29726,5996232389,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4904113 37.41403220000013),TR
29729,5996232656,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4857555 37.417995500000124),TR
29730,5996232658,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4907394 37.41889530000012),TR
29731,5996232660,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4957812 37.418801300000126),TR
29732,5996232661,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,NULL,NULL,NULL,POINT (27.4937656 37.41413240000013),TR
29733,5996332280,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3609135 40.30812630000006),TR
29734,5996332281,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3669944 40.315970100000065),TR
29735,5996332282,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3597796 40.315278100000064),TR
29736,5996332283,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),T27,Rüzgâr Enerjisi,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.1655377 40.368387800000065),TR
29738,5996332660,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3673516 40.29626220000006),TR
29739,5996332661,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3605455 40.29874810000006),TR
29740,5996332662,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3541844 40.30032480000006),TR
29741,5996332663,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3575228 40.307999500000065),TR
29742,5996332664,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3634519 40.315708600000065),TR
29752,5996333439,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3638633 40.29775320000006),TR
29753,5996333440,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.3567934 40.29896890000006),TR
29754,5996333444,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.35809 40.31771050000006),TR
29755,5996333445,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),T26,Rüzgâr Enerjisi,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.1604105 40.36900860000006),TR
29757,5996333447,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.18843909999999 40.39357650000006),TR
29758,5996333449,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.256782 40.45237920000006),TR
29759,5996333450,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.25257559999999 40.45476390000006),TR
29760,5996333451,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.2361894 40.445823),TR
29761,5996333452,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1419838 40.41815010000006),TR
29762,5996333453,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1556069 40.41680160000006),TR
29763,5996333777,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.2264311 40.44562470000006),TR
29764,5996333781,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1567039 40.41307640000006),TR
29765,5996333782,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1611027 40.40286220000006),TR
29766,5996333783,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1716037 40.400708),TR
29768,5996334621,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1603518 40.41176080000006),TR
29771,5996334781,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1453877 40.416383300000064),TR
29772,5996334783,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1581038 40.405562400000065),TR
29773,5996334785,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"" }",POINT (28.369408 40.29444440000007),TR
29774,5996334986,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1874738 40.38972620000007),TR
29775,5996334987,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1942122 40.38855130000007),TR
29776,5996334988,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1847913 40.39526290000007),TR
29777,5996334990,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.2291915 40.44336680000007),TR
29778,5996334991,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1600856 40.39662710000007),TR
29784,5996335123,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (27.1703363 40.40515020000007),TR
29926,6356981717,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.48497179999989 41.89185740000005),TR
29927,6356981718,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.47976689999989 41.89708080000005),TR
29928,6356981719,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.488601599999892 41.890189300000046),TR
29929,6356981720,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.49470699999989 41.889461500000046),TR
29930,6356981721,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.50159889999989 41.88670550000005),TR
29931,6356981722,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.505828699999892 41.887230600000045),TR
29932,6356981847,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.47622789999987 41.89977650000006),TR
29933,6356981848,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.47067159999987 41.89915010000006),TR
29934,6356981849,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.466341399999873 41.89927810000005),TR
29935,6356981850,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Karadere RES Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.start_date"": ""2014"", ""tags.operator"": ""Fina Enerji \/ Aysu Enerji Sanayi ve Ticaret Anonim Şirketi"" }",POINT (27.461248699999874 41.897874200000054),TR
29983,6619871867,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3934717 38.094826100000084),TR
29984,6619871868,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.397196 38.096642400000086),TR
29986,6619871870,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3965992 38.100206500000084),TR
29987,6619871871,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3930801 38.10266340000008),TR
29988,6619871872,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3914171 38.10516760000008),TR
29989,6619871873,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3883594 38.10745440000008),TR
29990,6619871874,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3920823 38.109759),TR
29991,6619871875,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.392828 38.112517300000086),TR
29992,6619871876,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3939411 38.11542950000008),TR
29993,6619871877,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.3996086 38.117744500000086),TR
29994,6619871878,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""GE Energy"" }",POINT (30.4028434 38.12072820000009),TR
30080,7279119678,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.48563440000002 38.05392090000005),TR
30081,7279119679,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.47149520000002 38.05646830000005),TR
30082,7279119680,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.46783060000002 38.05598870000005),TR
30083,7279119681,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.46328240000002 38.05581960000005),TR
30084,7279119682,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.457726100000016 38.05689830000005),TR
30085,7279119683,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.45209290000002 38.05945880000005),TR
30086,7279119684,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.46083710000002 38.06295660000005),TR
30087,7279119685,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.45674020000002 38.06384360000005),TR
30088,7279119686,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.46476750000002 38.063591600000045),TR
30089,7279119687,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.451273300000025 38.070568),TR
30090,7279119688,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N117"" }",POINT (35.447257300000025 38.07050760000004),TR
